"Name";"Position";"Club";"Age";"Int Caps";"Int Goals";"Wage";"Value";"Sale Value";"Best Rating";"Best Pot Rating";"Squad Rep";"Squad Status";"GK Rating";"SW Rating";"DL Rating";"DC Rating";"DR Rating";"WBL Rating";"WBR Rating";"DM Rating";"ML Rating";"MC Rating";"MR Rating";"AML Rating";"AMC Rating";"AMR Rating";"FS Rating";"TS Rating";"GK Pot Rating";"SW Pot Rating";"DL Pot Rating";"DC Pot Rating";"DR Pot Rating";"WBL Pot Rating";"WBR Pot Rating";"DM Pot Rating";"ML Pot Rating";"MC Pot Rating";"MR Pot Rating";"AML Pot Rating";"AMC Pot Rating";"AMR Pot Rating";"FS Pot Rating";"TS Pot Rating";"Unique ID";"Club ID"
"Aparicio, Eric";"AM L, ST";"San Martín (SJ)";"25";"0";"0";"1.410";"668.510";"1.299.010";"70,4% (FS)";"71,4% (FS)";"5000";"Rotation";"32,10%";"53,35%";"57,50%";"51,34%";"57,50%";"57,93%";"57,93%";"58,55%";"64,07%";"62,44%";"64,07%";"68,83%";"61,41%";"67,72%";"70,44%";"67,16%";"32,48%";"54,15%";"58,46%";"52,04%";"58,46%";"58,87%";"58,87%";"59,51%";"64,99%";"63,46%";"64,99%";"69,82%";"62,29%";"68,70%";"71,44%";"67,94%";"14011302";"108546"
"Ardente, Luis";"GK";"San Martín (SJ)";"34";"0";"0";"730";"61.670";"127.090";"67,8% (GK)";"67,8% (GK)";"5000";"First Team";"67,75%";"51,34%";"47,36%";"52,39%";"47,36%";"46,44%";"46,44%";"53,18%";"51,09%";"53,67%";"51,09%";"51,09%";"50,62%";"51,09%";"50,67%";"54,17%";"67,75%";"51,34%";"47,36%";"52,39%";"47,36%";"46,44%";"46,44%";"52,90%";"51,09%";"53,30%";"51,09%";"51,09%";"50,62%";"51,09%";"50,67%";"54,17%";"953535";"108546"
"Bustos, Maximiliano";"DM";"San Martín (SJ)";"34";"0";"0";"1.260";"119.760";"214.650";"72,5% (DM)";"72,9% (DM)";"5000";"First Team";"35,45%";"63,56%";"70,12%";"62,17%";"70,12%";"67,63%";"67,63%";"72,54%";"63,56%";"69,24%";"63,56%";"63,56%";"55,51%";"63,56%";"55,76%";"54,92%";"35,45%";"63,56%";"70,12%";"62,17%";"70,12%";"67,63%";"67,63%";"72,91%";"63,56%";"69,76%";"63,56%";"63,56%";"55,51%";"63,56%";"55,76%";"54,92%";"951699";"108546"
"Canuhé, Cristian";"WB/AM L";"San Martín (SJ)";"28";"0";"0";"1.630";"654.250";"922.930";"68,6% (W)";"70,0% (W)";"5000";"Rotation";"36,20%";"58,72%";"67,22%";"59,32%";"63,20%";"66,89%";"62,42%";"65,39%";"68,62%";"67,51%";"67,94%";"68,17%";"60,48%";"67,81%";"60,04%";"60,78%";"36,86%";"59,88%";"68,58%";"60,35%";"64,48%";"68,21%";"63,65%";"66,59%";"70,03%";"68,70%";"69,33%";"69,56%";"61,97%";"69,20%";"61,43%";"61,86%";"14011553";"108546"
"Capelli, Javier";"SW, D C, DM";"San Martín (SJ)";"30";"0";"0";"1.450";"338.250";"626.900";"64,6% (FB)";"67,4% (FB)";"5000";"Rotation";"34,09%";"60,70%";"60,78%";"58,90%";"64,64%";"60,00%";"63,70%";"63,14%";"61,41%";"61,28%";"61,41%";"61,41%";"57,40%";"61,41%";"59,06%";"56,18%";"35,45%";"63,40%";"63,36%";"61,34%";"67,39%";"62,55%";"66,40%";"65,74%";"63,95%";"63,73%";"63,95%";"63,95%";"60,00%";"63,95%";"61,71%";"58,35%";"14034385";"108546"
"Carniello, Oscar";"D C";"San Martín (SJ)";"27";"0";"0";"1.850";"811.570";"1.465.400";"68,0% (CB)";"68,0% (CB)";"5000";"Rotation";"34,46%";"62,33%";"62,51%";"68,03%";"62,51%";"60,51%";"60,51%";"61,75%";"57,72%";"59,85%";"57,72%";"57,72%";"50,89%";"57,72%";"54,68%";"59,34%";"34,46%";"62,33%";"62,51%";"68,03%";"62,51%";"60,51%";"60,51%";"61,73%";"57,72%";"59,81%";"57,72%";"57,72%";"50,89%";"57,72%";"54,68%";"59,34%";"14010471";"108546"
"Corti, Leonardo";"GK";"San Martín (SJ)";"34";"0";"0";"530";"16.170";"14.820";"61,9% (GK)";"61,9% (GK)";"5000";"Backup";"61,93%";"47,00%";"43,95%";"45,88%";"43,95%";"43,60%";"43,60%";"49,49%";"48,99%";"50,56%";"48,99%";"48,99%";"48,17%";"48,99%";"46,74%";"50,63%";"61,93%";"47,00%";"43,95%";"45,88%";"43,95%";"43,60%";"43,60%";"49,59%";"48,99%";"50,69%";"48,99%";"48,99%";"48,17%";"48,99%";"46,74%";"50,63%";"950903";"108546"
"Figueroa, Marcos";"ST";"San Martín (SJ)";"26";"0";"0";"2.310";"1.147.430";"2.106.730";"70,1% (FS)";"70,1% (FS)";"5000";"First Team";"32,71%";"53,41%";"56,91%";"50,67%";"56,91%";"57,24%";"57,24%";"58,05%";"63,64%";"60,57%";"63,64%";"67,57%";"64,16%";"67,57%";"70,09%";"66,57%";"32,71%";"53,41%";"56,91%";"50,67%";"56,91%";"57,24%";"57,24%";"58,15%";"63,64%";"60,71%";"63,64%";"67,57%";"64,16%";"67,57%";"70,09%";"66,57%";"14025566";"108546"
"Fissore, Matías";"DM";"San Martín (SJ)";"25";"0";"0";"2.100";"472.550";"617.180";"68,8% (M)";"73,2% (M)";"5000";"Rotation";"33,92%";"59,13%";"65,50%";"59,10%";"65,50%";"64,59%";"64,59%";"67,51%";"67,41%";"68,77%";"68,52%";"64,31%";"61,26%";"64,31%";"59,74%";"57,89%";"36,19%";"63,22%";"69,70%";"62,71%";"69,70%";"68,74%";"68,74%";"71,88%";"71,85%";"73,21%";"73,02%";"68,54%";"65,97%";"68,54%";"64,23%";"61,45%";"14022446";"108546"
"Franco, Daniel";"D C";"San Martín (SJ)";"24";"0";"0";"1.340";"650.430";"752.470";"63,2% (CB)";"65,1% (CB)";"5000";"Backup";"33,88%";"57,75%";"58,02%";"63,17%";"60,33%";"56,41%";"56,41%";"55,86%";"54,87%";"55,96%";"54,87%";"54,87%";"51,98%";"54,87%";"50,55%";"53,47%";"35,03%";"59,72%";"59,95%";"65,08%";"62,34%";"58,28%";"58,28%";"58,06%";"56,72%";"58,24%";"56,72%";"56,72%";"53,87%";"56,72%";"52,50%";"55,00%";"14023030";"108546"
"Gelabert, Marcos";"DM, M RLC";"San Martín (SJ)";"34";"0";"0";"1.830";"112.490";"190.530";"68,7% (M)";"68,6% (M)";"5000";"Rotation";"33,04%";"58,78%";"65,34%";"59,56%";"65,34%";"63,83%";"63,83%";"68,39%";"66,98%";"68,65%";"66,98%";"62,76%";"56,27%";"62,76%";"57,18%";"59,00%";"33,04%";"58,78%";"65,34%";"59,56%";"65,34%";"63,83%";"63,83%";"68,36%";"66,98%";"68,62%";"66,98%";"62,76%";"56,27%";"62,76%";"57,18%";"59,00%";"952997";"108546"
"González, Daniel";"AM LC";"San Martín (SJ)";"24";"0";"0";"1.180";"477.400";"979.040";"66,8% (W)";"68,4% (W)";"5000";"Rotation";"32,56%";"48,22%";"58,68%";"44,42%";"58,68%";"59,22%";"59,22%";"54,57%";"65,73%";"60,61%";"62,18%";"66,80%";"61,91%";"62,18%";"63,76%";"56,51%";"33,25%";"49,45%";"60,12%";"45,49%";"60,12%";"60,63%";"60,63%";"56,22%";"67,31%";"62,50%";"63,67%";"68,41%";"63,59%";"63,67%";"65,46%";"57,84%";"14060641";"108546"
"Iberbia, Raúl";"D/WB/M L";"San Martín (SJ)";"26";"0";"0";"1.900";"907.050";"1.690.850";"69,0% (FB)";"70,1% (FB)";"5000";"First Team";"31,39%";"60,25%";"69,05%";"60,68%";"64,27%";"67,66%";"62,98%";"60,40%";"66,29%";"60,00%";"62,12%";"62,12%";"54,29%";"62,12%";"56,44%";"56,64%";"31,76%";"61,06%";"70,07%";"61,37%";"65,23%";"68,67%";"63,92%";"61,25%";"67,28%";"60,85%";"63,04%";"63,04%";"55,18%";"63,04%";"57,37%";"57,36%";"14020768";"108546"
"Ledesma, Damián";"SW, D C, DM";"San Martín (SJ)";"33";"0";"0";"1.040";"109.010";"189.630";"68,3% (CB)";"68,3% (CB)";"5000";"Rotation";"35,18%";"66,62%";"61,57%";"68,33%";"61,57%";"59,97%";"59,97%";"67,45%";"59,48%";"61,96%";"59,48%";"59,48%";"54,85%";"59,48%";"56,11%";"60,78%";"35,18%";"66,62%";"61,57%";"68,33%";"61,57%";"59,97%";"59,97%";"67,97%";"59,48%";"62,61%";"59,48%";"59,48%";"54,85%";"59,48%";"56,11%";"60,78%";"958188";"108546"
"Mattia, Juan";"D C, DM";"San Martín (SJ)";"27";"0";"0";"860";"650.430";"1.212.240";"69,5% (CB)";"71,2% (CB)";"5000";"First Team";"34,51%";"61,84%";"61,37%";"69,50%";"61,37%";"59,22%";"59,22%";"63,44%";"57,14%";"57,26%";"57,14%";"57,14%";"51,64%";"57,14%";"51,95%";"59,10%";"35,43%";"63,52%";"63,13%";"71,15%";"63,13%";"60,96%";"60,96%";"65,53%";"58,84%";"59,38%";"58,84%";"58,84%";"53,29%";"58,84%";"53,73%";"60,61%";"14033652";"108546"
"Milano, Mauro";"AM RLC, F C";"San Martín (SJ)";"32";"0";"0";"1.130";"120.400";"228.480";"70,1% (AM)";"70,1% (AM)";"5000";"Rotation";"33,64%";"43,99%";"50,26%";"41,90%";"50,26%";"51,79%";"51,79%";"53,32%";"62,91%";"61,92%";"62,91%";"67,14%";"70,09%";"67,14%";"69,73%";"56,83%";"33,64%";"43,99%";"50,26%";"41,90%";"50,26%";"51,79%";"51,79%";"54,17%";"62,91%";"63,15%";"62,91%";"67,14%";"70,09%";"67,14%";"69,73%";"56,83%";"955916";"108546"
"Navarro, Sebastián";"AM C";"San Martín (SJ)";"27";"0";"0";"1.470";"635.080";"1.203.800";"67,6% (M)";"69,4% (M)";"5000";"First Team";"33,07%";"56,00%";"63,36%";"52,87%";"63,36%";"62,94%";"62,94%";"64,49%";"63,13%";"67,62%";"63,13%";"63,13%";"63,11%";"63,13%";"61,34%";"57,94%";"33,75%";"57,23%";"64,66%";"53,90%";"64,66%";"64,23%";"64,23%";"66,11%";"64,46%";"69,38%";"64,46%";"64,46%";"64,65%";"64,46%";"62,72%";"59,02%";"14030879";"108546"
"Pelaitay, Nicolás";"DM";"San Martín (SJ)";"23";"0";"0";"850";"338.120";"457.960";"66,4% (M)";"72,8% (M)";"5000";"First Team";"30,48%";"55,72%";"63,91%";"53,15%";"63,91%";"62,71%";"62,71%";"65,68%";"62,79%";"66,42%";"62,79%";"62,79%";"59,17%";"62,79%";"60,28%";"55,49%";"32,83%";"59,91%";"68,45%";"56,82%";"68,45%";"67,20%";"67,20%";"71,53%";"67,44%";"72,80%";"67,44%";"67,44%";"63,98%";"67,44%";"65,15%";"59,32%";"14075946";"108546"
"Vera, Renzo";"D RC";"San Martín (SJ)";"32";"0";"0";"1.360";"81.160";"150.240";"67,3% (CB)";"67,7% (CB)";"5000";"Rotation";"38,70%";"60,88%";"66,79%";"67,31%";"67,13%";"64,87%";"65,43%";"60,99%";"59,51%";"60,56%";"59,51%";"59,51%";"52,75%";"59,51%";"55,89%";"59,94%";"38,99%";"61,38%";"67,26%";"67,68%";"67,61%";"65,31%";"65,88%";"61,39%";"59,91%";"60,89%";"59,91%";"59,91%";"53,13%";"59,91%";"56,31%";"60,23%";"958492";"108546"
"Vitti, Pablo";"AM/F C";"San Martín (SJ)";"30";"0";"0";"2.640";"654.020";"1.125.140";"67,7% (FS)";"71,2% (FS)";"5000";"First Team";"34,96%";"48,44%";"52,56%";"48,16%";"52,56%";"53,62%";"53,62%";"52,28%";"61,49%";"57,21%";"61,49%";"65,14%";"63,74%";"65,40%";"67,72%";"61,61%";"36,66%";"51,45%";"55,72%";"50,86%";"55,72%";"56,73%";"56,73%";"55,40%";"64,64%";"60,46%";"64,64%";"68,49%";"67,19%";"68,75%";"71,23%";"64,58%";"960143";"108546"
"Agüero, Franco";"GK";"Sarmiento (Junín)";"22";"0";"0";"130";"111.750";"218.350";"59,2% (GK)";"66,7% (GK)";"4500";"First Team";"59,21%";"41,41%";"42,38%";"39,66%";"42,38%";"41,09%";"41,09%";"43,53%";"44,49%";"44,58%";"44,49%";"44,49%";"41,00%";"44,49%";"41,28%";"40,71%";"66,73%";"45,86%";"46,78%";"43,54%";"46,78%";"45,29%";"45,29%";"47,83%";"48,73%";"48,57%";"48,73%";"48,73%";"44,89%";"48,73%";"45,31%";"44,51%";"14102661";"3101516"
"Aguilar, Pablo";"D/WB/M R";"Sarmiento (Junín)";"31";"0";"0";"770";"280.820";"377.710";"68,5% (FB)";"69,5% (FB)";"4500";"Rotation";"29,16%";"55,61%";"63,74%";"52,42%";"68,48%";"63,00%";"67,68%";"58,56%";"62,13%";"60,55%";"66,31%";"62,13%";"56,12%";"62,13%";"57,67%";"52,24%";"29,53%";"56,41%";"64,69%";"53,11%";"69,50%";"63,94%";"68,69%";"59,40%";"63,06%";"61,41%";"67,30%";"63,06%";"57,00%";"63,06%";"58,61%";"52,96%";"956880";"3101516"
"Albaqui, Facundo";"AM C";"Sarmiento (Junín)";"23";"0";"0";"650";"668.510";"1.197.770";"63,8% (M)";"66,8% (M)";"4500";"Rotation";"32,05%";"51,97%";"62,74%";"48,07%";"62,74%";"62,34%";"62,34%";"57,58%";"61,00%";"63,78%";"61,00%";"61,00%";"59,92%";"61,00%";"57,89%";"49,39%";"33,64%";"54,85%";"65,88%";"50,65%";"65,88%";"65,42%";"65,42%";"60,38%";"64,08%";"66,78%";"64,08%";"64,08%";"63,28%";"64,08%";"61,06%";"52,00%";"14061432";"3101516"
"Bustamante, Marcelo";"D L";"Sarmiento (Junín)";"35";"0";"0";"1.260";"57.390";"66.440";"65,0% (FB)";"65,0% (FB)";"4500";"Backup";"33,80%";"56,87%";"65,05%";"61,07%";"60,55%";"61,71%";"58,87%";"59,33%";"58,50%";"59,48%";"58,50%";"58,50%";"51,59%";"58,50%";"52,66%";"54,66%";"33,80%";"56,87%";"65,05%";"61,07%";"60,55%";"61,71%";"58,87%";"59,05%";"58,50%";"59,11%";"58,50%";"58,50%";"51,59%";"58,50%";"52,66%";"54,66%";"951229";"3101516"
"Cacheiro, Ignacio";"AM/F C";"Sarmiento (Junín)";"22";"0";"0";"1.000";"1.501.000";"3.082.210";"67,0% (W)";"71,8% (W)";"4500";"First Team";"33,49%";"47,67%";"56,60%";"45,60%";"56,60%";"57,75%";"57,75%";"54,16%";"63,11%";"57,92%";"63,11%";"63,11%";"64,80%";"67,00%";"66,43%";"54,78%";"35,92%";"51,89%";"61,08%";"49,34%";"61,08%";"62,16%";"62,16%";"58,75%";"67,63%";"62,74%";"67,63%";"67,63%";"69,82%";"71,80%";"71,53%";"58,97%";"14102664";"3101516"
"Caire, Maximiliano";"D/WB R";"Sarmiento (Junín)";"27";"0";"0";"2.200";"1.270.160";"2.187.770";"70,2% (FB)";"72,5% (FB)";"4500";"First Team";"34,30%";"60,86%";"65,34%";"60,69%";"70,20%";"64,18%";"68,95%";"62,46%";"64,16%";"63,57%";"68,24%";"64,16%";"57,44%";"67,82%";"60,62%";"60,23%";"35,49%";"62,96%";"67,48%";"62,56%";"72,50%";"66,26%";"71,19%";"64,65%";"66,30%";"65,81%";"70,52%";"66,30%";"59,66%";"70,09%";"62,89%";"62,09%";"67052514";"3101516"
"Castro, Federico";"AM RL, ST";"Sarmiento (Junín)";"23";"0";"0";"1.220";"573.720";"1.059.900";"64,6% (FS)";"67,1% (FS)";"4500";"Rotation";"32,92%";"52,13%";"57,68%";"49,74%";"57,68%";"57,12%";"57,12%";"55,34%";"60,31%";"56,87%";"60,31%";"64,37%";"56,62%";"64,37%";"64,58%";"60,52%";"34,15%";"54,23%";"59,91%";"51,62%";"59,91%";"59,31%";"59,31%";"57,62%";"62,57%";"59,23%";"62,57%";"66,77%";"58,93%";"66,77%";"67,12%";"62,62%";"14133662";"3101516"
"Cuevas, Héctor";"ST";"Sarmiento (Junín)";"33";"0";"0";"1.410";"35.590";"47.350";"71,9% (TS)";"71,9% (TS)";"4500";"Rotation";"35,63%";"54,51%";"53,76%";"53,74%";"53,76%";"54,01%";"54,01%";"57,91%";"62,03%";"61,41%";"62,03%";"62,03%";"59,92%";"62,03%";"69,47%";"71,86%";"35,63%";"54,51%";"53,76%";"53,74%";"53,76%";"54,01%";"54,01%";"58,01%";"62,03%";"61,55%";"62,03%";"62,03%";"59,92%";"62,03%";"69,47%";"71,86%";"14007649";"3101516"
"Delgado, Daniel";"D C";"Sarmiento (Junín)";"35";"0";"0";"580";"65.040";"115.530";"66,8% (CB)";"66,8% (CB)";"4500";"Rotation";"32,17%";"59,13%";"56,47%";"66,84%";"56,47%";"55,09%";"55,09%";"55,68%";"54,45%";"55,36%";"54,45%";"54,45%";"48,98%";"54,45%";"51,12%";"57,18%";"32,17%";"59,13%";"56,47%";"66,84%";"56,47%";"55,09%";"55,09%";"56,03%";"54,45%";"55,84%";"54,45%";"54,45%";"48,98%";"54,45%";"51,12%";"57,18%";"952908";"3101516"
"Fornari, Maximiliano";"AM RC, F C";"Sarmiento (Junín)";"20";"0";"0";"710";"750.500";"1.624.170";"63,4% (W)";"69,3% (W)";"4500";"Rotation";"29,82%";"47,71%";"54,01%";"46,54%";"54,01%";"55,05%";"55,05%";"51,92%";"59,33%";"55,43%";"63,41%";"59,33%";"60,45%";"63,41%";"61,03%";"56,94%";"32,66%";"52,81%";"59,46%";"51,09%";"59,46%";"60,41%";"60,41%";"57,14%";"64,81%";"60,79%";"69,26%";"64,81%";"66,48%";"69,26%";"67,11%";"62,00%";"14102663";"3101516"
"Lopez, Juan Ignacio";"WB/AM R";"Sarmiento (Junín)";"22";"0";"0";"490";"593.280";"1.289.470";"63,8% (W)";"70,5% (W)";"4500";"First Team";"30,42%";"47,69%";"55,19%";"43,95%";"55,19%";"55,38%";"59,10%";"52,76%";"59,41%";"56,11%";"63,83%";"59,41%";"55,96%";"63,67%";"57,90%";"52,21%";"33,55%";"53,34%";"61,41%";"48,97%";"61,41%";"61,47%";"65,60%";"58,78%";"65,59%";"62,30%";"70,46%";"65,59%";"62,20%";"70,29%";"64,30%";"57,39%";"14102662";"3101516"
"Luna, Sebastián";"D/WB RL, M R";"Sarmiento (Junín)";"28";"0";"0";"1.440";"571.570";"1.110.860";"68,4% (FB)";"68,4% (FB)";"4500";"First Team";"33,82%";"58,44%";"68,26%";"61,94%";"68,35%";"66,91%";"67,83%";"60,07%";"66,68%";"60,87%";"67,77%";"63,08%";"57,41%";"63,08%";"59,82%";"57,75%";"33,82%";"58,44%";"68,26%";"61,94%";"68,35%";"66,91%";"67,83%";"60,68%";"66,68%";"61,69%";"67,77%";"63,08%";"57,41%";"63,08%";"59,82%";"57,75%";"14010423";"3101516"
"Niz, Alexis";"D RC";"Sarmiento (Junín)";"27";"0";"0";"1.310";"317.030";"281.550";"63,5% (FB)";"67,0% (FB)";"4500";"Backup";"31,42%";"59,44%";"59,48%";"63,25%";"63,47%";"57,61%";"57,61%";"60,52%";"56,29%";"56,32%";"56,29%";"56,29%";"50,19%";"56,29%";"52,95%";"57,39%";"33,30%";"62,77%";"62,82%";"66,43%";"67,04%";"60,84%";"60,84%";"64,44%";"59,54%";"60,13%";"59,54%";"59,54%";"53,45%";"59,54%";"56,33%";"60,28%";"14003623";"3101516"
"Núñez, Gervasio";"AM LC";"Sarmiento (Junín)";"27";"0";"0";"2.630";"1.379.100";"2.424.660";"71,6% (W)";"72,3% (W)";"4500";"Key Player";"32,08%";"53,07%";"61,82%";"51,89%";"61,82%";"61,96%";"61,96%";"65,44%";"71,59%";"70,10%";"66,80%";"71,28%";"67,92%";"66,80%";"64,38%";"59,32%";"32,45%";"53,78%";"62,56%";"52,58%";"62,56%";"62,69%";"62,69%";"65,86%";"72,31%";"70,42%";"67,48%";"72,01%";"68,67%";"67,48%";"65,04%";"59,84%";"14003973";"3101516"
"Peppino, Franco";"D RC";"Sarmiento (Junín)";"33";"0";"0";"1.990";"126.640";"215.310";"69,4% (CB)";"69,4% (CB)";"4500";"First Team";"37,23%";"62,51%";"62,80%";"69,36%";"67,02%";"60,59%";"60,59%";"66,04%";"58,90%";"60,96%";"58,90%";"58,90%";"51,08%";"58,90%";"53,31%";"59,71%";"37,23%";"62,51%";"62,80%";"69,36%";"67,02%";"60,59%";"60,59%";"65,88%";"58,90%";"60,75%";"58,90%";"58,90%";"51,08%";"58,90%";"53,31%";"59,71%";"950365";"3101516"
"Quiroga, Luis";"AM C";"Sarmiento (Junín)";"31";"0";"0";"640";"95.480";"61.960";"63,3% (M)";"64,2% (M)";"4500";"Backup";"35,30%";"49,24%";"55,71%";"44,58%";"55,71%";"56,14%";"56,14%";"54,99%";"60,24%";"63,27%";"60,24%";"60,24%";"61,59%";"60,24%";"60,31%";"54,76%";"35,67%";"50,05%";"56,67%";"45,28%";"56,67%";"57,10%";"57,10%";"55,83%";"61,19%";"64,19%";"61,19%";"61,19%";"62,56%";"61,19%";"61,25%";"55,50%";"14061421";"3101516"
"Sánchez, Nicolás";"AM LC, F C";"Sarmiento (Junín)";"23";"0";"0";"1.340";"1.529.650";"2.553.380";"69,6% (W)";"72,9% (W)";"4500";"Key Player";"30,12%";"49,58%";"56,97%";"47,33%";"56,97%";"58,10%";"58,10%";"57,81%";"69,55%";"61,73%";"64,99%";"69,55%";"67,31%";"64,99%";"68,88%";"60,13%";"31,81%";"52,59%";"60,14%";"50,03%";"60,14%";"61,22%";"61,22%";"60,93%";"72,93%";"64,98%";"68,15%";"72,93%";"70,76%";"68,15%";"72,39%";"63,10%";"14007790";"3101516"
"Spinacci, Renzo";"DM, M RC";"Sarmiento (Junín)";"22";"0";"0";"760";"1.091.550";"2.320.620";"67,6% (W)";"73,4% (W)";"4500";"First Team";"31,72%";"55,01%";"64,23%";"53,03%";"64,23%";"63,61%";"63,61%";"65,87%";"63,03%";"66,61%";"67,63%";"63,03%";"57,19%";"63,03%";"58,12%";"54,09%";"34,46%";"59,94%";"69,59%";"57,36%";"69,59%";"68,91%";"68,91%";"71,14%";"68,43%";"71,94%";"73,43%";"68,43%";"62,77%";"68,43%";"63,76%";"58,58%";"14084810";"3101516"
"Villa, Adrián";"GK";"Sarmiento (Junín)";"30";"0";"0";"480";"102.170";"89.870";"57,5% (GK)";"59,5% (GK)";"4500";"Backup";"57,47%";"41,09%";"39,89%";"39,39%";"39,89%";"39,60%";"39,60%";"40,95%";"42,00%";"41,07%";"42,00%";"42,00%";"38,88%";"42,00%";"39,74%";"42,19%";"59,50%";"42,27%";"41,09%";"40,41%";"41,09%";"40,77%";"40,77%";"42,51%";"43,19%";"42,71%";"43,19%";"43,19%";"40,01%";"43,19%";"40,90%";"43,26%";"78036879";"3101516"
"Aguirre, Gastón";"D RC";"Temperley";"34";"0";"0";"690";"65.040";"126.720";"69,0% (CB)";"69,0% (CB)";"4500";"First Team";"34,42%";"65,46%";"60,84%";"68,99%";"64,92%";"59,53%";"59,53%";"62,48%";"58,44%";"61,10%";"58,44%";"58,44%";"53,66%";"58,44%";"56,33%";"59,92%";"34,42%";"65,46%";"60,84%";"68,99%";"64,92%";"59,53%";"59,53%";"62,70%";"58,44%";"61,41%";"58,44%";"58,44%";"53,66%";"58,44%";"56,33%";"59,92%";"952683";"3100019"
"Arregui, Adrián";"DM";"Temperley";"23";"0";"0";"860";"84.610";"137.550";"71,7% (M)";"75,4% (M)";"4500";"First Team";"33,34%";"59,53%";"64,52%";"58,94%";"64,52%";"64,02%";"64,02%";"69,30%";"65,52%";"71,68%";"65,52%";"65,52%";"66,10%";"65,52%";"61,97%";"57,60%";"35,25%";"62,85%";"67,93%";"61,86%";"67,93%";"67,39%";"67,39%";"72,91%";"69,00%";"75,35%";"69,00%";"69,00%";"70,06%";"69,00%";"65,64%";"60,54%";"14035965";"3100019"
"Boggino, Ignacio";"D C";"Temperley";"29";"0";"0";"1.390";"408.790";"782.520";"68,5% (CB)";"70,4% (CB)";"4500";"First Team";"33,61%";"64,11%";"59,97%";"68,53%";"63,39%";"58,42%";"58,42%";"57,85%";"56,46%";"56,81%";"56,46%";"56,46%";"48,12%";"56,46%";"52,58%";"59,50%";"34,77%";"66,16%";"61,90%";"70,43%";"65,44%";"60,29%";"60,29%";"59,67%";"58,31%";"58,58%";"58,31%";"58,31%";"50,01%";"58,31%";"54,53%";"61,04%";"14006912";"3100019"
"Bojanich, Gastón";"D LC";"Temperley";"30";"0";"0";"720";"75.100";"169.430";"68,8% (CB)";"69,5% (CB)";"4500";"First Team";"32,23%";"63,76%";"64,97%";"68,77%";"60,70%";"58,85%";"58,85%";"57,21%";"55,98%";"55,25%";"55,98%";"55,98%";"49,80%";"55,98%";"53,62%";"60,33%";"32,60%";"64,56%";"65,91%";"69,52%";"61,58%";"59,71%";"59,71%";"58,26%";"56,84%";"56,40%";"56,84%";"56,84%";"50,66%";"56,84%";"54,54%";"61,01%";"14032295";"3100019"
"Brandán, Fernando";"AM RC";"Temperley";"25";"0";"0";"1.010";"533.690";"694.150";"68,7% (W)";"69,7% (W)";"4500";"Key Player";"30,93%";"50,13%";"57,58%";"45,94%";"57,58%";"58,48%";"58,48%";"56,96%";"64,11%";"60,58%";"68,71%";"64,11%";"67,78%";"68,71%";"65,70%";"55,36%";"31,30%";"50,94%";"58,54%";"46,63%";"58,54%";"59,43%";"59,43%";"57,93%";"65,06%";"61,61%";"69,72%";"65,06%";"68,75%";"69,72%";"66,64%";"56,10%";"14026313";"3100019"
"Corado, Gastón";"ST";"Temperley";"26";"0";"0";"1.690";"355.910";"479.370";"67,7% (TS)";"68,1% (TS)";"4500";"First Team";"33,01%";"52,96%";"52,93%";"53,02%";"52,93%";"53,13%";"53,13%";"54,57%";"59,46%";"55,92%";"59,46%";"59,46%";"56,59%";"59,46%";"66,63%";"67,72%";"33,27%";"53,33%";"53,25%";"53,24%";"53,25%";"53,46%";"53,46%";"55,21%";"59,91%";"56,71%";"59,91%";"59,91%";"57,20%";"59,91%";"67,26%";"68,06%";"14118849";"3100019"
"Crivelli, Federico";"GK";"Temperley";"33";"0";"0";"780";"133.300";"263.540";"66,5% (GK)";"66,5% (GK)";"4500";"Key Player";"66,52%";"48,10%";"46,10%";"48,19%";"46,10%";"46,01%";"46,01%";"50,59%";"50,65%";"51,47%";"50,65%";"50,65%";"51,31%";"50,65%";"48,67%";"50,48%";"66,52%";"48,10%";"46,10%";"48,19%";"46,10%";"46,01%";"46,01%";"50,69%";"50,65%";"51,61%";"50,65%";"50,65%";"51,31%";"50,65%";"48,67%";"50,48%";"956439";"3100019"
"De Bórtoli, Leandro";"GK";"Temperley";"27";"0";"0";"270";"124.470";"162.720";"61,6% (GK)";"62,7% (GK)";"4500";"Backup";"61,64%";"43,09%";"43,95%";"41,32%";"43,95%";"43,17%";"43,17%";"43,89%";"45,00%";"43,96%";"45,00%";"45,00%";"41,66%";"45,00%";"41,09%";"42,92%";"62,70%";"43,79%";"44,62%";"41,94%";"44,62%";"43,84%";"43,84%";"44,81%";"45,71%";"44,93%";"45,71%";"45,71%";"42,32%";"45,71%";"41,76%";"43,59%";"14032791";"3100019"
"Di Lorenzo, Leonardo";"AM LC";"Temperley";"34";"0";"0";"1.090";"133.700";"222.650";"67,9% (W)";"67,9% (W)";"4500";"First Team";"35,11%";"48,53%";"57,02%";"44,82%";"57,02%";"57,65%";"57,65%";"57,10%";"67,69%";"59,93%";"63,16%";"67,86%";"65,34%";"63,16%";"62,29%";"52,10%";"35,11%";"48,53%";"57,02%";"44,82%";"57,02%";"57,65%";"57,65%";"57,08%";"67,69%";"59,90%";"63,16%";"67,86%";"65,34%";"63,16%";"62,29%";"52,10%";"950096";"3100019"
