"","Pos","Nombre","Valor","PT","Prom","Reg","PJ","F","GC","GP","GR","EC","VI","A","R","PE","PA","equipo"
"667","DEF","Sánchez, Nicolás","$3.500.000","160","6,96","19,89","23","1","2","0","0","0","13","8","0","0","0","racing"
"668","DEF","Cabral, Yonathan","$4.500.000","69","6,27","14,01","11","0","1","0","0","0","4","2","0","0","0","racing"
"669","DEF","Lollo, Luciano","$5.400.000","138","6,27","13,84","22","0","1","0","0","0","10","3","1","0","0","racing"
"670","DEF","Campi, Gastón","$2.500.000","6","6,00","1,16","1","0","0","0","0","0","0","0","0","0","0","racing"
"671","DEF","Alvarado, Pablo","$2.200.000","34","6,80","7,18","5","0","0","0","0","0","3","1","0","0","0","racing"
"672","DEF","Grimi, Leandro","$4.100.000","126","6,00","14,09","21","0","1","0","0","0","10","5","1","0","0","racing"
"673","VOL","Videla, Ezequiel","$4.500.000","56","5,09","6,38","11","0","0","0","0","0","0","2","0","0","0","racing"
"674","VOL","Díaz, R. Gastón","$3.800.000","83","4,61","5,65","18","0","0","0","0","0","0","4","0","0","0","racing"
"675","VOL","Cerro, Francisco","$3.000.000","132","5,74","7,97","23","2","0","0","0","0","0","5","0","0","0","racing"
"676","VOL","Camacho, Washington","$4.500.000","169","6,76","15,37","25","1","4","0","0","0","0","1","0","0","0","racing"
"677","VOL","Bareiro, Lucas","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","racing"
"678","VOL","Valenzuela, Carlos Fernando","$1.200.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","racing"
"679","VOL","Aued, Luciano","$2.000.000","113","5,38","6,98","21","0","0","0","0","0","0","4","0","0","0","racing"
"680","VOL","Nagüel, Santiago","$3.300.000","47","5,22","6,18","9","0","0","0","0","0","0","0","0","0","0","racing"
"681","VOL","Acevedo, Nelson","$3.200.000","37","4,11","4,11","9","0","0","0","0","0","0","6","0","0","0","racing"
"682","VOL","Acuña, Marcos","$3.900.000","130","5,91","13,49","22","0","3","0","0","0","0","3","1","0","0","racing"
"683","VOL","Oroz, Nicolás","$800.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","racing"
"684","VOL","Romero, Oscar","$4.800.000","123","7,69","24,42","16","3","2","1","0","0","0","1","0","0","0","racing"
"685","DEL","Martínez, Lautaro","$300.000","53","0,00","0,00","0","0","1","0","0","0","0","7","1","0","0","racing"
"686","DEL","Mansilla, Brian","$1.200.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","racing"
"687","DEL","Milito, Diego","$8.000.000","152","8,44","33,60","18","6","5","3","0","0","0","1","0","1","0","racing"
"688","DEL","Pavone, Mariano","$6.200.000","137","6,52","25,18","21","2","6","0","0","0","0","3","0","0","0","racing"
"689","DEL","Fernández, Brian","$3.800.000","48","4,80","5,77","10","0","0","0","0","0","0","2","0","0","0","racing"
"690","DEL","Noir, Ricardo","$4.000.000","112","5,33","12,06","21","0","4","0","0","0","0","3","1","0","0","racing"
"691","DEL","Bou, Gustavo","$7.200.000","186","7,15","18,76","26","2","7","1","0","0","0","2","0","0","0","racing"
"692","DEL","Nuñez, Carlos","$4.500.000","44","8,80","12,38","5","0","3","0","0","0","0","0","0","0","0","racing"
"693","ARQ","Barovero, Marcelo","$6.000.000","100","5,56","15,36","18","1","0","0","19","0","4","1","0","0","0","river"
"694","ARQ","Chiarini, Julio","$2.000.000","53","4,82","8,31","11","0","0","0","12","0","3","0","0","0","0","river"
"695","ARQ","Batalla, Augusto","$1.200.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","river"
"696","DEF","Casco, Milton","$4.400.000","116","5,52","9,25","21","1","0","0","0","0","9","5","0","0","0","river"
"697","DEF","Alvarez Balanta, E.","$3.000.000","41","4,10","4,30","10","0","0","0","0","0","0","3","0","0","0","river"
"698","DEF","Mammana, Emanuel","$2.000.000","80","6,15","10,36","13","0","0","0","0","0","4","0","0","0","0","river"
"699","DEF","Vangioni, Leonel","$3.500.000","54","4,50","5,36","12","0","0","0","0","0","0","2","0","0","0","river"
"700","DEF","Maidana, Jonatan","$4.200.000","73","5,21","7,91","14","0","0","0","0","1","3","3","0","0","0","river"
"701","DEF","Mercado, Gabriel","$5.000.000","47","4,27","5,58","11","0","0","0","0","0","2","2","1","0","0","river"
"702","DEF","Carreras, Pablo","$300.000","9","4,50","1,28","2","0","0","0","0","0","0","1","0","0","0","river"
"703","DEF","Funes Mori, Ramiro","$4.300.000","74","6,73","18,32","11","0","2","0","0","0","3","5","0","0","0","river"
"704","DEF","Vega, Leandro","$1.300.000","51","5,67","7,14","9","0","0","0","0","0","2","0","0","0","0","river"
"705","VOL","Viudez, Tabaré","$3.000.000","56","5,60","10,60","10","0","1","0","0","0","0","0","0","0","0","river"
"706","VOL","Arellano, Lautaro","$300.000","4","4,00","0,52","1","0","0","0","0","0","0","0","0","0","0","river"
"707","VOL","Kranevitter, Matías","$3.500.000","39","5,57","7,97","7","0","0","0","0","0","0","0","0","0","0","river"
"708","VOL","González, Luis","$4.000.000","36","6,00","12,91","6","0","1","0","0","0","0","2","0","0","0","river"
"709","VOL","Casquete, Abel","$300.000","10","5,00","1,62","2","0","0","0","0","0","0","0","0","0","0","river"
"710","VOL","Bertolo, Nicolás","$5.400.000","120","6,32","20,33","19","2","2","1","0","0","0","1","0","0","0","river"
"711","VOL","Solari, Augusto","$2.100.000","54","5,40","8,49","10","0","1","0","0","0","0","1","0","0","0","river"
"712","VOL","Martínez, Tomás","$1.200.000","9","4,50","1,28","2","0","0","0","0","0","0","0","0","0","0","river"
"713","VOL","Mayada, Camilo","$3.200.000","117","5,32","7,09","22","0","1","0","0","0","0","2","0","0","0","river"
"714","VOL","Godoy, Nicolás","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","river"
"715","VOL","Pisculichi, Leonardo","$5.000.000","52","4,00","5,06","13","0","0","0","0","0","0","2","1","0","0","river"
"716","VOL","Ponzio, Leonardo","$5.200.000","83","5,93","13,85","14","2","1","0","0","0","0","4","0","0","0","river"
"717","VOL","Rodríguez, Guido","$800.000","27","4,50","3,29","6","0","0","0","0","0","0","1","0","0","0","river"
"718","VOL","Sánchez, Carlos","$5.400.000","85","6,54","18,47","13","1","2","0","0","0","0","2","0","0","0","river"
"719","VOL","Aimar, Pablo","$4.900.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","river"
"720","VOL","Martínez, Gonzalo","$5.500.000","147","7,35","23,56","20","3","4","0","0","0","0","0","0","0","0","river"
"721","DEL","Salto, Claudio","$300.000","53","4,84","0,00","1","0","1","0","0","0","0","7","1","0","0","river"
"722","DEL","Driussi, Sebastián","$3.200.000","111","6,94","16,48","16","1","4","0","0","0","0","0","0","0","0","river"
"723","DEL","Saviola, Javier","$8.200.000","51","4,64","4,77","11","0","0","0","0","0","0","0","0","0","0","river"
"724","DEL","Cavenaghi, Fernando","$6.900.000","142","9,47","61,00","15","2","11","0","0","0","0","1","0","0","0","river"
"725","DEL","Kaprof, Juan Cruz","$700.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","river"
"726","DEL","Alario, Lucas","$3.300.000","130","8,13","50,09","16","3","7","0","0","0","0","1","1","0","0","river"
"727","DEL","López, Franco","$400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","river"
"728","DEL","Mora, Rodrigo","$7.000.000","32","5,33","6,00","6","0","2","0","0","0","0","2","0","0","0","river"
"729","DEL","Gutiérrez, Teófilo","$7.800.000","58","8,29","15,33","7","0","5","0","0","0","0","0","0","0","0","river"
"730","ARQ","García, Manuel","$3.000.000","9","9,00","2,61","1","0","0","0","0","0","1","0","0","0","0","rosario-central"
"731","ARQ","Ledesma, Jeremías","$500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","rosario-central"
"732","ARQ","Caranta, Mauricio","$4.100.000","167","5,76","6,91","29","1","0","0","25","0","10","5","0","0","0","rosario-central"
"733","DEF","Salazar, Víctor","$800.000","92","5,41","9,06","17","0","0","0","0","0","6","5","0","0","0","rosario-central"
"734","DEF","Gómez Andrade, Y.","$2.500.000","85","5,31","9,21","16","0","0","0","0","1","6","5","0","0","0","rosario-central"
"735","DEF","Villagra, Cristian","$4.000.000","128","5,82","9,60","22","0","1","0","0","0","6","5","0","0","0","rosario-central"
"736","DEF","Berra, Tomás","$1.800.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","rosario-central"
"737","DEF","Piñero, Fernando","$300.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","rosario-central"
"738","DEF","Pinola, Javier","$3.500.000","106","7,07","6,20","15","2","0","0","0","0","7","4","0","0","0","rosario-central"
"739","DEF","Alvarez, Pablo","$2.600.000","67","5,15","7,91","13","0","0","0","0","1","6","5","0","0","0","rosario-central"
"740","DEF","Gómez, Elías","$900.000","26","5,20","4,32","5","0","0","0","0","0","2","2","0","0","0","rosario-central"
"741","DEF","Donatti, Alejandro","$5.500.000","207","7,39","13,22","28","0","3","0","0","0","10","2","0","0","0","rosario-central"
"742","DEF","Ferrari, Paulo","$4.300.000","8","8,00","2,06","1","0","0","0","0","0","1","0","0","0","0","rosario-central"
"743","VOL","Aguirre, Jonás","$2.800.000","105","5,83","9,85","18","1","0","0","0","0","0","0","0","0","0","rosario-central"
"744","VOL","Fared, Jesús","$500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","rosario-central"
"745","VOL","Flores, Federico","$500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","rosario-central"
"746","VOL","Fernández, José Luis","$3.700.000","102","6,38","15,91","16","0","2","0","0","0","0","0","1","0","0","rosario-central"
"747","VOL","Domínguez, Nery","$3.600.000","119","5,95","11,97","20","0","2","0","0","0","0","5","0","0","0","rosario-central"
"748","VOL","González, Maximiliano","$300.000","12","4,00","1,44","3","0","0","0","0","0","0","2","0","0","0","rosario-central"
"749","VOL","Becker, Pablo","$2.600.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","rosario-central"
"750","VOL","Lo Celso, Giovani","$300.000","64","6,40","11,93","10","1","0","0","0","0","0","1","0","0","0","rosario-central"
"751","VOL","Cervi, Franco","$2.000.000","190","7,04","19,42","27","3","5","0","0","0","0","4","0","0","0","rosario-central"
"752","VOL","Montoya, Walter","$800.000","87","5,80","11,76","15","1","1","0","0","0","0","3","0","0","0","rosario-central"
"753","VOL","Da Campo, Hernán","$400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","rosario-central"
"754","VOL","Colman, Gustavo","$1.300.000","57","6,33","9,76","9","1","0","0","0","0","0","0","0","0","0","rosario-central"
"755","VOL","Musto, Damián","$3.100.000","88","4,89","7,53","18","1","0","0","0","0","0","8","0","0","0","rosario-central"
"756","DEL","Larrondo, Marcelo","$2.900.000","86","9,56","23,18","9","1","6","0","0","0","0","2","0","0","0","rosario-central"
"757","DEL","Niell, Franco","$5.000.000","120","7,06","18,27","17","1","5","0","0","0","0","2","0","0","0","rosario-central"
"758","DEL","Coniglio, Fernando","$2.500.000","16","4,00","1,85","4","0","0","0","0","0","0","0","0","0","0","rosario-central"
"759","DEL","Migone, Rodrigo","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","rosario-central"
"760","DEL","Ruben, Marco","$6.500.000","150","10,71","38,93","14","3","9","2","0","0","0","2","0","0","0","rosario-central"
"761","DEL","Delgado, César","$5.500.000","99","6,19","11,81","16","1","1","0","0","0","0","0","0","0","0","rosario-central"
"762","DEL","Protti, Ijiel","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","rosario-central"
"763","ARQ","Montero, Alvaro","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","san-lorenzo"
"764","ARQ","Devecchi, José","$1.500.000","4","4,00","0,52","1","0","0","0","2","0","0","0","0","0","0","san-lorenzo"
"765","ARQ","Torrico, Sebastián","$5.000.000","191","7,35","17,57","26","1","0","0","16","0","12","1","0","0","2","san-lorenzo"
"766","DEF","Buffarini, Julio","$5.000.000","158","6,08","10,00","26","1","0","1","0","0","14","11","1","0","0","san-lorenzo"
"767","DEF","Mas, Emmanuel","$5.500.000","194","6,69","11,58","29","1","1","0","0","0","13","2","1","0","0","san-lorenzo"
"768","DEF","Yepes, Mario","$4.900.000","151","6,04","7,61","25","1","0","0","0","0","13","9","0","0","0","san-lorenzo"
"769","DEF","Prósperi, Gonzalo","$2.900.000","10","5,00","1,82","2","0","0","0","0","0","1","1","0","0","0","san-lorenzo"
"770","DEF","Cardona, Tomás","$300.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","san-lorenzo"
"771","DEF","Caruzzo, Matías","$5.300.000","172","7,17","25,20","24","1","4","0","0","0","11","5","3","0","0","san-lorenzo"
"772","DEF","Catalán, Matías","$2.000.000","13","6,50","2,78","2","0","0","0","0","0","1","0","0","0","0","san-lorenzo"
"773","DEF","Fontanini, Fabricio","$3.000.000","19","4,75","3,30","4","0","0","0","0","0","2","0","1","0","0","san-lorenzo"
"774","DEF","Cetto, Mauro","$4.000.000","90","7,50","19,13","12","0","2","0","0","0","5","2","0","0","0","san-lorenzo"
"775","DEF","Arias, Ramiro","$500.000","7","7,00","1,58","1","0","0","0","0","0","1","0","0","0","0","san-lorenzo"
"776","VOL","Elizari, Fernando","$1.200.000","18","6,00","5,89","3","0","0","0","0","0","0","0","0","0","0","san-lorenzo"
"777","VOL","Kalinski, Enzo","$3.900.000","65","5,00","6,34","13","0","0","0","0","0","0","1","0","0","0","san-lorenzo"
"778","VOL","Barbaro, Alejandro","$1.400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","san-lorenzo"
"779","VOL","Blanco, Sebastián","$5.500.000","209","7,46","17,30","28","5","4","0","0","0","0","3","0","0","0","san-lorenzo"
"780","VOL","Romagnoli, Leandro","$5.500.000","119","7,44","21,77","16","4","1","0","0","0","0","1","0","0","0","san-lorenzo"
"781","VOL","Mercier, Juan","$5.200.000","130","5,00","3,96","26","0","0","0","0","0","0","8","0","0","0","san-lorenzo"
"782","VOL","Rolle, Martín","$2.500.000","24","4,00","4,37","6","0","0","0","0","0","0","1","0","0","0","san-lorenzo"
"783","VOL","Mussis, Franco","$4.300.000","38","5,43","6,80","7","0","1","0","0","0","0","3","0","0","0","san-lorenzo"
"784","VOL","Ortigoza, Néstor","$5.500.000","108","6,35","13,04","17","2","0","1","0","0","0","5","0","0","0","san-lorenzo"
"785","VOL","Quignón, Facundo","$2.300.000","39","6,50","7,01","6","0","0","0","0","0","0","0","0","0","0","san-lorenzo"
"786","VOL","Barrientos, Pablo","$4.000.000","86","4,78","9,85","18","0","1","0","0","0","0","5","1","0","0","san-lorenzo"
"787","DEL","Cauteruccio, Martín","$5.800.000","166","6,92","22,65","24","2","9","0","0","0","0","4","0","0","0","san-lorenzo"
"788","DEL","Verón, Gonzalo","$3.500.000","15","5,00","2,32","3","0","0","0","0","0","0","0","0","0","0","san-lorenzo"
"789","DEL","Montagna, Ezequiel","$600.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","san-lorenzo"
"790","DEL","Villalba, Héctor","$3.900.000","159","6,12","8,54","26","0","6","0","0","0","0","4","0","0","0","san-lorenzo"
"791","DEL","Blandi, Nicolás","$3.000.000","10","10,00","6,22","1","0","1","0","0","0","0","1","0","0","0","san-lorenzo"
"792","DEL","Avila, Ezequiel","$1.500.000","5","5,00","1,56","1","0","0","0","0","0","0","0","0","0","0","san-lorenzo"
"793","DEL","Matos, Mauro","$6.500.000","156","7,80","25,03","20","2","7","1","0","0","0","0","0","0","0","san-lorenzo"
"794","ARQ","Corti, Leonardo","$2.300.000","30","7,50","11,47","4","1","0","0","4","0","1","1","0","0","1","san-martin-san-juan"
"795","ARQ","Urraburo, Federico","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","san-martin-san-juan"
"796","ARQ","Ardente, Luis","$3.600.000","147","5,88","13,02","25","2","0","0","27","0","7","2","0","0","0","san-martin-san-juan"
"797","DEF","Jofré, Lucas","$1.500.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","san-martin-san-juan"
"798","DEF","Mattia, Francisco","$3.000.000","136","5,23","6,38","26","0","0","0","0","0","8","5","1","0","0","san-martin-san-juan"
"799","DEF","Capelli, Javier","$1.000.000","58","4,83","6,26","12","0","0","0","0","0","3","4","0","0","0","san-martin-san-juan"
"800","DEF","Carniello, Oscar","$2.900.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","san-martin-san-juan"
"801","DEF","Vera, Renzo","$2.500.000","114","6,00","12,23","19","1","0","1","0","0","7","3","1","0","0","san-martin-san-juan"
"802","DEF","Ledesma, Damián","$2.800.000","44","5,50","7,12","8","0","0","1","0","0","1","2","0","0","0","san-martin-san-juan"
"803","DEF","Pinto, Marcos","$2.600.000","34","5,67","5,38","6","0","0","0","0","0","1","0","0","0","0","san-martin-san-juan"
"804","DEF","Silva, Matías","$1.500.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","san-martin-san-juan"
"805","DEF","Iberbia, Raúl","$3.000.000","113","5,14","7,85","22","0","0","0","0","1","8","8","0","0","0","san-martin-san-juan"
"806","DEF","Franco, Daniel","$1.500.000","6","3,00","1,16","2","0","0","0","0","0","0","0","1","0","0","san-martin-san-juan"
"807","DEF","Gómez, José Luis","$4.000.000","188","7,23","30,73","26","1","3","0","0","0","7","2","0","0","0","san-martin-san-juan"
"808","VOL","Gelabert, Marcos","$2.700.000","93","5,17","8,42","18","1","0","0","0","0","0","4","1","0","0","san-martin-san-juan"
"809","VOL","Gonzalez, Daniel","$2.300.000","22","3,67","2,80","6","0","0","0","0","0","0","1","1","0","0","san-martin-san-juan"
"810","VOL","Fissore, Matías","$2.500.000","4","4,00","0,52","1","0","0","0","0","0","0","0","0","0","0","san-martin-san-juan"
"811","VOL","Fernández, Carlos","$2.100.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","san-martin-san-juan"
"812","VOL","Salas, Lucas","$2.800.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","san-martin-san-juan"
"813","VOL","Covea, Michael","$2.500.000","54","4,50","5,76","12","0","0","0","0","0","0","5","0","0","0","san-martin-san-juan"
"814","VOL","Martínez, Emmanuel","$1.800.000","41","5,13","13,00","8","0","1","0","0","0","0","2","0","0","0","san-martin-san-juan"
"815","VOL","Canuhé, Cristian","$2.900.000","46","4,60","5,12","10","0","0","0","0","0","0","1","0","0","0","san-martin-san-juan"
"816","VOL","Milano, Mauro","$2.300.000","9","4,50","1,28","2","0","0","0","0","0","0","0","0","0","0","san-martin-san-juan"
"817","VOL","Navarro, Sebastián","$1.500.000","89","6,36","6,46","14","2","0","0","0","0","0","0","0","0","0","san-martin-san-juan"
"818","VOL","Pelaitay, Nicolás","$2.200.000","87","4,58","6,82","19","1","0","0","0","0","0","9","0","0","0","san-martin-san-juan"
"819","VOL","Quiroga, Raúl","$2.500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","san-martin-san-juan"
"820","DEL","Toledo, Javier","$2.500.000","32","4,57","5,80","7","0","1","0","0","0","0","0","1","0","0","san-martin-san-juan"
"821","DEL","Alaníz, Rodrigo","$1.300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","san-martin-san-juan"
"822","DEL","Bueno, Carlos","$4.200.000","72","7,20","15,84","10","1","3","0","0","0","0","1","0","0","0","san-martin-san-juan"
"823","DEL","Pumpido, Facundo","$1.500.000","71","5,92","10,70","12","0","3","0","0","0","0","1","0","0","0","san-martin-san-juan"
"824","DEL","Aparicio, Eric","$2.000.000","83","5,93","10,25","14","0","1","0","0","0","0","0","0","0","0","san-martin-san-juan"
"825","DEL","Jones, Matías","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","san-martin-san-juan"
"826","DEL","Vitti, Pablo","$2.700.000","62","6,20","13,20","10","1","2","0","0","0","0","1","0","0","0","san-martin-san-juan"
"827","DEL","Pinedo Zabala, G.","$1.700.000","20","6,67","4,96","3","0","1","0","0","0","0","0","0","0","0","san-martin-san-juan"
"828","DEL","Figueroa, Marcos","$3.900.000","186","6,64","15,76","28","3","7","0","0","0","0","3","1","0","0","san-martin-san-juan"
"829","ARQ","Bangardino, Pablo","$2.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","sarmiento"
"830","ARQ","Rigamonti, César","$3.500.000","156","5,20","8,89","30","0","0","0","34","0","10","2","0","0","0","sarmiento"
"831","ARQ","Vicentini, Manuel","$1.200.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","sarmiento"
"832","DEF","Casierra, Mauricio","$2.500.000","130","5,20","5,82","25","0","0","0","0","0","10","7","0","0","0","sarmiento"
"833","DEF","Peppino, Franco","$3.600.000","169","6,04","14,23","28","1","1","0","0","0","8","5","0","0","0","sarmiento"
"834","DEF","Caire, Maximiliano","$1.500.000","16","5,33","5,66","3","0","0","0","0","0","1","1","0","0","0","sarmiento"
"835","DEF","Canto, Gustavo","$1.200.000","4","4,00","0,52","1","0","0","0","0","0","0","0","0","0","0","sarmiento"
"836","DEF","Niz, Alexis","$2.200.000","6","6,00","1,16","1","0","0","0","0","0","1","1","0","0","0","sarmiento"
"837","DEF","Quiroga, Nahuel","$1.700.000","14","3,50","1,58","4","0","0","0","0","0","1","3","0","0","0","sarmiento"
"838","DEF","Vesco, Lucas","$800.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","sarmiento"
"839","DEF","Méndez, Maximiliano","$1.100.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","sarmiento"
"840","DEF","Delgado, Daniel","$2.300.000","20","10,00","10,49","2","0","1","0","0","0","1","1","0","0","0","sarmiento"
"841","DEF","Aguilar, Pablo","$2.300.000","113","5,38","7,85","21","0","0","0","0","0","7","4","0","0","0","sarmiento"
"842","DEF","Dutari, Francisco","$2.900.000","137","5,71","7,38","24","0","0","0","0","0","10","6","0","0","0","sarmiento"
"843","DEF","Espinazo, Germán","$1.200.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","sarmiento"
"844","VOL","Scatolaro, Marcelo","$1.500.000","34","4,25","3,65","8","0","0","0","0","0","0","1","0","0","0","sarmiento"
"845","VOL","Sánchez, Nicolás","$2.000.000","39","4,88","6,11","8","0","0","0","0","0","0","0","0","0","0","sarmiento"
"846","VOL","Iuvalé, Silvio","$1.800.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","sarmiento"
"847","VOL","Díaz, Matías","$1.400.000","4","4,00","0,52","1","0","0","0","0","0","0","1","0","0","0","sarmiento"
"848","VOL","Luna, Sebastián","$2.800.000","146","5,21","7,52","28","0","3","0","0","0","0","11","0","0","0","sarmiento"
"849","VOL","Melo, Alejandro","$800.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","sarmiento"
"850","VOL","Spinaci, Renzo","$1.900.000","50","4,55","5,42","11","0","0","0","0","0","0","4","0","0","0","sarmiento"
"851","VOL","Miloc, Dardo","$3.500.000","130","5,00","7,69","26","2","0","0","0","0","0","5","1","0","0","sarmiento"
"852","VOL","Núñez, Gervasio","$4.200.000","209","7,21","21,43","29","4","4","4","0","0","0","3","0","1","0","sarmiento"
"853","VOL","Pascucci, Agustín","$1.700.000","10","5,00","1,62","2","0","0","0","0","0","0","0","0","0","0","sarmiento"
"854","VOL","Castro, Alexis N.","$2.500.000","57","4,75","5,69","12","0","0","0","0","0","0","0","0","0","0","sarmiento"
"855","VOL","Quiroga, Luis","$1.800.000","19","4,75","2,70","4","0","0","0","0","0","0","0","0","0","0","sarmiento"
"856","VOL","Azil, Juan Manuel","$1.500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","sarmiento"
"857","VOL","López, Juan Ignacio","$1.500.000","6","6,00","1,16","1","0","0","0","0","0","0","0","0","0","0","sarmiento"
"858","DEL","Aguilar, Emmanuel","$1.100.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","sarmiento"
"859","DEL","Cháves, Diego","$1.500.000","75","6,82","26,53","11","1","3","0","0","0","0","1","0","0","0","sarmiento"
"860","DEL","Fornari, Maximiliano","$1.000.000","33","4,71","4,02","7","0","0","0","0","0","0","0","0","0","0","sarmiento"
"861","DEL","Castro, Federico","$1.300.000","10","5,00","1,62","2","0","0","0","0","0","0","0","0","0","0","sarmiento"
"862","DEL","Cuevas, Héctor","$4.000.000","100","5,88","11,69","17","0","4","0","0","0","0","1","0","0","0","sarmiento"
"863","DEL","Cacheiro, Ignacio","$2.200.000","116","5,52","9,98","21","2","0","0","0","0","0","3","0","0","0","sarmiento"
"864","DEL","Figueroa, Tobías","$2.300.000","64","6,40","12,05","10","0","3","0","0","0","0","2","0","0","0","sarmiento"
"865","ARQ","Rodríguez, Nicolás","$800.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","temperley"
"866","ARQ","G. Accinelli, Rodrigo","$900.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","temperley"
"867","ARQ","De Bortoli, Leandro","$1.600.000","9","9,00","2,61","1","0","0","0","0","0","1","0","0","0","0","temperley"
"868","ARQ","Crivelli, Federico","$3.800.000","189","6,30","14,74","30","3","0","0","28","0","11","2","0","0","1","temperley"
"869","DEF","González, Fernando","$1.300.000","28","4,67","4,20","6","0","0","0","0","0","1","1","0","0","0","temperley"
"870","DEF","Paz, Cristian","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","temperley"
"871","DEF","Bojanich, Gastón","$2.200.000","139","5,15","6,43","27","0","0","0","0","0","11","7","1","0","0","temperley"
"872","DEF","Chimino, Cristian","$3.900.000","175","6,03","9,94","29","1","1","0","0","0","10","4","0","0","0","temperley"
"873","DEF","Bogino, Ignacio","$2.700.000","79","7,18","27,93","11","2","1","0","0","0","6","4","1","0","0","temperley"
"874","DEF","Aguirre, Gastón","$2.800.000","139","5,15","6,23","27","0","0","0","0","0","10","8","1","0","0","temperley"
"875","DEF","Romero, Patricio","$1.400.000","50","5,00","6,62","10","0","0","0","0","0","3","2","0","0","0","temperley"
"876","DEF","Peralta, Abel","$1.000.000","14","7,00","3,05","2","0","0","0","0","0","2","0","0","0","0","temperley"
"877","DEF","Ruiz, Enzo","$900.000","4","4,00","0,52","1","0","0","0","0","0","0","0","0","0","0","temperley"
"878","VOL","Di Lorenzo, Leonardo","$2.500.000","125","5,21","4,81","24","0","0","0","0","0","0","1","0","0","0","temperley"
"879","VOL","Bruno, Federico","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","temperley"
"880","VOL","Sambueza, Fabián","$1.900.000","141","5,88","15,48","24","1","3","0","0","0","0","5","0","0","0","temperley"
"881","VOL","Ledesma, Eduardo","$2.700.000","111","5,29","8,01","21","0","1","0","0","0","0","2","0","0","0","temperley"
"882","VOL","Frezzotti, Alejandro","$1.600.000","41","4,10","4,23","10","0","0","0","0","0","0","4","0","0","0","temperley"
"883","VOL","Magallán, Santiago","$1.600.000","16","5,33","2,58","3","0","0","0","0","0","0","0","0","0","0","temperley"
"884","VOL","Mallorca, Mauro","$900.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","temperley"
"885","VOL","Oroná, Ignacio","$1.400.000","66","5,08","6,76","13","0","0","0","0","0","0","3","0","0","0","temperley"
"886","VOL","Brandán, Fernando","$2.000.000","130","5,91","16,42","22","1","3","0","0","0","0","3","1","0","0","temperley"
"887","VOL","Arregui, Adrián","$1.900.000","103","4,29","6,18","24","1","0","0","0","0","0","10","1","0","0","temperley"
